bathrooms,bedrooms,building_good,manager_good,manager_bad,listing_bad,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,Avenue,Street,wood,laundry,elevator,Bath.5,hide,price_log,ordered_kmclusters
1.0,0,0,0,0,0,1,1,0,1,1,2,1,0,2,4,0,0,0,1,0,0,0,7.78113850984502,24
1.0,0,0,0,0,0,0,3,0,0,2,1,2,0,1,10,0,0,0,1,0,0,0,7.98480338973441,24
1.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,1,0,0,0,7.979338895262332,24
1.0,0,0,0,0,0,0,5,0,1,5,0,0,2,1,9,0,0,0,1,0,0,0,7.950854857719988,24
1.0,0,0,0,0,0,1,1,0,1,1,2,1,0,2,5,0,0,0,1,0,0,0,8.064950891749142,24
1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,8.389359819906353,24
1.0,1,0,0,0,0,0,4,0,1,4,2,2,3,1,7,0,0,0,1,0,0,0,8.21743853773019,24
1.0,1,0,0,0,0,0,2,0,0,3,1,1,0,1,12,0,0,0,1,0,0,0,8.206583614320751,24
1.0,1,0,0,0,0,0,3,0,0,5,1,1,5,1,17,0,0,0,0,0,0,0,8.109224953089951,24
1.0,1,0,0,0,0,1,1,0,1,3,2,1,1,2,7,0,0,0,1,0,0,0,8.243545507928262,24
2.0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,8,0,0,0,1,0,0,0,8.528133131454567,24
1.0,0,0,0,0,0,0,3,0,0,2,1,2,0,1,10,0,0,0,1,0,0,0,8.034955024502159,24
1.0,1,0,0,0,0,3,4,1,2,3,1,0,4,4,13,0,1,1,1,0,0,0,8.004699510549552,12
1.0,2,0,0,0,0,1,4,0,1,1,0,0,3,2,5,0,1,0,1,0,0,0,8.086410275323782,18
1.0,0,0,0,0,0,2,3,0,1,2,0,1,2,4,4,0,1,0,1,0,0,0,7.863266724009571,18
1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,1,0,0,0,8.32845106681936,27
2.0,2,0,0,0,0,1,3,0,1,2,0,0,4,3,7,0,1,0,1,0,0,0,8.507142855562742,27
1.0,2,0,0,0,0,2,1,0,1,0,0,0,1,3,4,0,1,0,1,0,0,0,8.38822281011928,21
2.0,3,0,0,0,0,0,1,0,1,2,0,0,2,0,8,0,0,1,1,0,0,0,8.51619269108265,24
1.0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,7,0,1,1,1,0,0,0,8.255828427281829,30
1.0,1,0,0,0,0,4,5,1,2,2,2,0,4,5,11,0,1,1,1,0,0,0,8.15334975799889,18
1.0,0,0,0,0,0,3,7,2,3,5,2,2,5,6,13,0,1,1,1,0,0,0,7.910223707097341,18
2.0,3,0,0,0,0,2,3,0,1,2,0,0,4,3,10,0,1,1,1,0,0,0,8.759354748566212,20
1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,1,1,0,0,0,7.955074273262699,18
1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8.342839804271462,27
1.0,2,0,0,0,0,1,3,0,1,1,0,0,2,2,6,0,1,0,1,0,0,0,8.09864284375942,24
1.0,1,0,0,0,0,0,2,0,1,1,0,0,4,1,10,0,1,1,1,0,0,0,8.14612951002541,17
1.0,2,0,0,0,0,1,2,0,1,1,0,0,6,2,7,0,1,0,1,0,0,0,8.281470857895169,20
1.0,2,0,0,0,0,2,2,0,1,0,0,0,5,4,7,0,1,1,1,0,0,0,8.27893600229198,17
1.0,2,0,0,0,0,2,3,0,1,1,0,0,2,3,6,0,1,0,1,0,0,0,8.13153071060425,18
1.0,1,0,0,0,0,2,4,0,1,3,0,2,4,4,7,0,1,1,1,0,0,0,8.062117582754741,17
1.0,2,0,0,0,0,0,2,0,0,2,1,2,4,1,10,0,1,1,1,0,0,0,8.24275634571448,17
1.0,1,0,0,0,0,1,7,0,2,6,3,4,5,6,20,1,0,0,1,0,0,0,8.546751993657779,22
1.0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,1,0,0,0,0,0,7.738488122494651,22
1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,7.3132203870903005,22
1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,7.37775890822787,6
1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,0,1,0,8.18729927015515,6
1.0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,4,1,0,0,0,0,0,0,7.84384863815247,3
1.0,1,0,0,0,0,1,2,0,0,1,0,0,0,2,4,0,1,0,1,0,0,0,8.491875383431948,29
2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,8.07090608878782,22
1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7.647308832356239,27
1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,7.822044008185619,17
1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,8.275121630216509,21
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,7.613324979540639,22
1.0,3,0,0,0,0,1,1,0,0,1,0,0,2,2,5,1,0,1,1,0,0,0,8.21608809863232,22
1.0,1,0,0,0,0,1,3,2,1,2,1,1,1,2,6,0,1,1,1,0,0,0,7.981049759665961,23
1.0,1,0,0,0,0,1,1,0,0,1,0,1,3,1,7,0,1,0,1,0,0,0,8.18729927015515,20
1.5,1,0,0,0,0,0,2,0,0,3,0,1,2,3,11,0,1,1,1,0,1,0,8.476371196895979,23
1.0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,7,0,1,1,1,0,0,0,8.214735833382301,23
1.0,0,0,0,0,0,1,4,0,0,3,2,2,5,2,18,1,0,1,1,0,0,0,7.989560449333871,13
1.0,2,0,0,0,0,0,1,0,0,3,0,1,3,0,9,0,1,1,1,0,0,0,8.24275634571448,23
1.0,0,0,0,0,0,2,1,1,0,3,0,1,2,1,9,0,1,1,1,0,0,0,7.910223707097341,17
1.0,3,0,0,0,0,0,0,0,1,2,1,0,1,1,5,0,1,1,1,0,0,0,8.342839804271462,22
1.0,2,0,0,0,0,0,1,0,1,1,0,1,2,0,4,0,1,1,1,0,0,0,8.159088654667913,20
1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,7.861341795599991,19
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,7.693937325509269,25
1.0,1,0,0,0,0,1,3,1,0,3,1,2,2,1,5,0,1,1,1,0,0,0,8.100161446936609,21
1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,8.055157731819682,19
1.0,2,0,0,0,0,0,1,1,0,1,1,1,0,1,3,0,1,1,1,0,0,0,8.389359819906353,22
1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,1,7.963807953231449,25
1.0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,1,1,1,0,0,0,7.824046010856288,22
1.0,1,0,0,0,0,0,2,0,0,3,2,2,3,1,7,0,1,1,1,0,0,0,7.73718007783463,12
1.0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,7,0,1,1,1,0,0,0,7.9373746961633005,24
1.5,3,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,0,1,1,0,1,0,8.502079553606192,21
1.0,2,0,0,0,0,1,1,1,0,3,1,1,2,1,4,0,1,1,1,0,0,0,7.981049759665961,17
1.0,2,0,0,0,0,0,1,0,1,1,0,1,1,1,4,0,1,1,1,0,0,0,8.475328987317539,25
1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,1,1,1,0,0,0,7.910223707097341,27
1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,8.245384468120749,20
1.0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,5,0,1,1,1,0,0,0,8.51719319141624,23
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8.004699510549552,29
1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8.69868106746161,29
1.5,1,0,0,0,0,0,2,0,1,2,1,2,1,0,8,0,1,1,1,0,1,0,8.389359819906353,23
1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,7.6009024595420795,22
1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,5,0,1,1,1,0,0,0,8.365206834418364,29
2.0,4,0,0,0,0,0,3,0,1,2,1,2,3,2,5,0,1,1,1,0,0,0,8.69114649853968,19
1.0,2,0,0,0,0,1,1,1,0,2,0,1,1,0,5,0,1,1,0,0,0,0,8.342839804271462,29
1.0,2,0,0,0,0,0,4,0,0,2,0,1,2,0,4,0,1,1,1,0,0,0,8.03915739047324,22
1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,7.970740390007101,30
1.0,1,0,0,0,0,1,1,0,2,1,1,1,1,3,2,0,1,1,1,0,0,0,8.159088654667913,25
1.0,0,0,0,0,0,0,2,0,0,2,0,2,1,1,3,0,1,1,1,0,0,0,8.037543185118698,29
1.0,2,0,0,0,0,1,1,0,0,2,0,0,1,2,3,0,1,1,0,0,0,0,8.24275634571448,22
1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8.1605182474775,18
1.0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,8,0,1,1,1,0,0,0,7.955074273262699,29
1.0,0,0,0,0,0,1,7,1,0,5,0,2,6,4,9,0,0,1,1,0,0,0,7.901007051992421,19
1.0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,5,0,1,1,1,0,0,0,7.8536048130978395,30
2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,0,0,8.26873183211774,17
1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,7.522400231387119,17
1.0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,5,0,1,1,1,0,0,0,7.8536048130978395,30
1.0,1,0,0,0,0,0,1,0,1,1,0,0,1,2,4,1,0,0,0,0,0,0,7.863266724009571,18
1.0,1,0,0,0,0,1,1,0,0,1,1,1,2,2,5,0,1,1,0,0,0,0,8.101677747454566,18
1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,7.693937325509269,20
1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8,1,0,1,1,0,0,0,7.910223707097341,30
1.0,1,0,0,0,0,0,4,0,0,3,1,0,3,2,10,0,1,1,1,0,0,0,8.21608809863232,18
1.0,1,0,0,0,0,1,5,1,0,4,0,1,5,4,8,0,0,0,1,0,0,0,8.07090608878782,19
1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,8.03915739047324,24
1.0,0,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,7.932003152361381,30
2.0,2,0,0,0,0,1,3,0,0,5,0,2,4,3,13,0,1,1,1,0,0,0,8.55641390456952,18
1.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,5,0,1,1,1,0,0,0,8.3187422526924,20
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7.6449193449588595,23
1.0,1,0,0,0,0,0,2,0,0,4,0,2,2,0,9,0,1,1,1,0,0,0,8.3187422526924,23
1.0,1,0,0,0,0,0,2,0,0,3,0,1,2,2,7,0,1,1,1,0,0,0,7.863266724009571,17
1.0,2,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,8.575462099540214,30
1.0,1,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,8.3187422526924,30
1.0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,5,0,1,1,1,0,0,0,7.882314918980269,17
1.0,1,0,0,0,0,1,1,0,0,1,1,1,2,2,5,0,1,1,0,0,0,0,8.101677747454566,18
1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,1,1,0,0,0,7.707512194600341,23
1.0,1,0,0,0,0,0,1,0,1,2,0,0,2,0,4,0,1,0,1,0,0,1,8.1886891244442,27
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7.6449193449588595,23
1.0,1,0,0,0,0,0,2,0,0,3,0,1,2,2,7,0,1,1,1,0,0,0,7.863266724009571,17
1.0,1,0,0,0,0,0,7,0,0,7,1,3,6,1,14,0,1,1,1,0,0,0,8.240121298076467,17
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,7.7186854951984705,17
1.0,1,0,0,0,0,2,5,0,1,4,0,2,2,1,8,0,1,1,0,0,0,0,8.13153071060425,18
2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,0,0,8.26873183211774,17
1.0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,5,0,1,1,1,0,0,0,8.281470857895169,20
1.0,1,0,0,0,0,0,2,0,0,4,0,2,2,0,9,0,1,1,1,0,0,0,8.3187422526924,23
1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,0,7.824046010856288,23
1.0,1,0,0,0,0,0,7,0,0,7,1,3,6,1,14,0,1,1,1,0,0,0,8.240121298076467,17
1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,1,0,0,0,0,7.970740390007101,26
1.0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,5,1,0,1,1,0,0,0,8.174702882469461,17
1.0,2,0,0,0,0,1,2,0,0,4,0,1,3,3,16,1,0,0,0,0,0,0,8.69366433453202,27
1.0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,5,1,0,1,1,0,0,0,8.174702882469461,17
1.0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,4,0,1,0,1,0,0,1,7.8536048130978395,27
1.0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,2,0,1,1,1,0,0,0,8.022896869601462,17
1.0,1,0,0,0,0,1,3,0,1,3,0,1,3,2,10,0,1,1,1,0,0,0,8.101677747454566,24
1.0,1,0,0,0,0,0,7,0,0,7,1,3,6,1,14,0,1,1,1,0,0,0,8.240121298076467,17
1.0,2,0,0,0,0,0,3,0,0,3,0,3,3,0,9,0,1,1,1,0,0,0,8.607947554684701,29
1.0,1,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,8.13153071060425,30
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,7.707512194600341,17
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,7.833203948641061,23
1.0,1,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,8.13153071060425,30
1.0,0,0,0,0,0,1,2,0,0,6,0,0,3,2,12,0,1,1,1,0,0,0,8.047189562170498,23
1.0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,5,0,1,1,1,0,0,0,8.174702882469461,30
1.0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,3,0,1,1,0,0,0,0,7.901007051992421,21
1.0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,5,0,1,1,1,0,0,0,7.882314918980269,17
1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,7.522400231387119,17
1.0,2,0,0,0,0,0,3,0,0,3,0,3,3,0,9,0,1,1,1,0,0,0,8.611593866837719,29
1.0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,8,1,0,1,1,0,0,0,7.78113850984502,30
1.0,1,0,0,0,0,0,1,0,1,2,0,0,2,0,4,0,1,0,1,0,0,1,8.1886891244442,27
1.0,1,0,0,0,0,2,5,0,1,4,0,2,2,1,8,0,1,1,0,0,0,0,8.13153071060425,18
2.0,3,0,0,0,0,2,4,0,0,5,0,2,7,2,18,0,1,1,1,0,0,0,9.047821442478407,19
1.0,0,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,7.932003152361381,30
1.0,0,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,7.932003152361381,30
1.0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,5,1,0,1,1,0,0,0,8.174702882469461,17
1.0,0,0,0,0,0,1,2,0,0,6,0,0,3,2,12,0,1,1,1,0,0,0,8.047189562170498,23
1.0,1,0,0,0,0,1,3,0,0,2,0,0,1,1,8,0,1,1,1,0,0,0,8.407378325409029,24
1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,1,0,0,0,0,7.970740390007101,26
1.0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,8.03915739047324,24
1.0,0,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,7.932003152361381,30
2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8.68270762989381,18
1.0,1,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,8.13153071060425,30
2.0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,8.987196820661971,23
1.0,0,0,0,0,0,0,1,0,1,2,0,0,2,1,4,0,1,1,1,0,0,0,7.882314918980269,20
1.0,0,0,0,0,0,1,1,0,0,1,0,1,3,2,6,0,1,1,1,0,0,0,7.932003152361381,30
1.0,1,0,0,0,0,0,4,0,0,3,1,0,3,2,10,0,1,1,1,0,0,0,8.101677747454566,18
1.0,1,0,0,0,0,1,1,0,0,1,1,1,2,2,5,0,1,1,0,0,0,0,8.101677747454566,18
1.0,2,0,0,0,0,0,3,0,0,3,0,3,3,0,9,0,1,1,1,0,0,0,8.607947554684701,29
4.0,4,0,0,0,0,0,3,0,1,5,0,1,2,1,10,0,1,1,1,0,0,0,9.350102314351343,17
1.0,1,0,0,0,0,0,7,0,0,7,1,3,6,1,14,0,1,1,1,0,0,0,8.240121298076467,17
1.0,1,0,0,0,0,2,5,0,1,4,0,2,2,1,8,0,1,1,0,0,0,0,8.13153071060425,18
1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,1,1,0,0,0,7.7253300379171295,17
1.0,1,0,0,0,0,0,1,0,1,1,0,0,1,2,4,1,0,0,0,0,0,0,7.863266724009571,18
1.0,1,0,0,0,0,0,1,0,1,2,0,0,2,0,4,0,1,0,1,0,0,1,8.1886891244442,27
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7.6449193449588595,23
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,7.707512194600341,17
1.0,1,0,0,0,0,0,3,0,0,6,0,0,4,1,13,0,1,1,1,0,0,0,8.205218426395408,23
1.0,2,0,0,0,0,0,3,0,0,3,0,3,3,0,9,0,1,1,1,0,0,0,8.607947554684701,29
1.0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,8,1,0,1,1,0,0,0,7.78113850984502,30
1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.78322401633604,13
1.0,3,0,0,0,0,0,4,0,0,5,0,2,6,0,9,0,1,0,0,0,0,0,8.411832675758411,19
1.0,2,0,0,0,0,1,5,1,1,7,0,1,5,2,12,0,1,0,0,0,0,0,8.055157731819682,22
1.0,1,0,0,0,0,0,2,0,0,2,0,0,3,3,6,0,1,0,0,0,0,1,7.919356190660622,20
1.0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,4,0,1,0,0,0,0,1,8.249313746260638,23
1.0,1,0,0,0,0,0,5,0,1,5,0,2,6,2,8,1,0,0,0,0,0,0,7.72223474470961,20
1.0,1,0,0,0,0,0,4,0,0,5,0,1,4,2,8,0,1,0,0,0,0,1,7.649692623711511,17
1.0,1,0,0,0,0,0,3,0,0,6,2,1,4,1,11,0,0,0,0,0,0,0,8.281470857895169,23
1.0,1,0,0,0,0,0,3,0,0,1,0,0,1,2,6,1,0,0,0,0,0,1,7.613324979540639,17
2.0,2,0,0,0,0,0,5,0,0,6,0,0,4,1,11,0,1,0,0,0,0,0,9.305650551780513,23
1.0,3,0,0,0,0,1,5,1,1,4,0,3,4,1,9,0,1,0,0,0,0,1,8.1886891244442,17
1.0,0,0,0,0,0,0,3,0,0,4,0,0,4,2,11,0,1,0,0,0,0,0,7.77275271646874,17
1.0,2,0,0,0,0,1,5,1,1,4,0,3,4,1,9,0,1,0,0,0,0,1,7.824046010856288,17
1.0,2,0,0,0,0,0,3,0,0,3,0,1,4,2,9,0,1,0,0,0,0,1,8.100161446936609,23
1.0,1,0,0,0,0,1,2,0,0,3,0,1,1,1,6,0,1,1,1,0,0,0,8.1605182474775,24
1.0,1,0,0,0,0,1,2,0,0,3,0,1,1,1,7,0,1,0,1,0,0,0,8.26744895830485,24
2.0,3,0,0,0,0,0,2,1,0,0,0,1,3,2,12,0,0,0,0,0,0,0,8.4465561118168,21
1.0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,10,0,0,0,0,0,0,0,8.52516136106541,25
1.0,1,0,0,0,0,1,3,0,0,4,1,1,7,3,12,0,1,1,1,0,0,0,8.214735833382301,29
1.0,1,0,0,0,0,0,3,0,0,5,1,1,7,2,13,0,1,1,1,0,0,0,8.365206834418364,29
1.0,1,0,0,0,0,1,1,0,1,0,2,2,3,2,9,0,0,1,1,0,0,0,7.919356190660622,24
1.0,2,0,0,0,0,1,3,0,0,0,1,3,2,3,8,0,0,1,1,0,0,0,8.055157731819682,24
1.0,1,0,0,0,0,1,3,0,0,2,1,2,3,2,13,0,0,1,1,0,0,0,7.926602599181381,24
1.0,1,0,0,0,0,1,3,0,0,2,1,2,3,2,13,0,0,1,1,0,0,0,8.014666370464942,24
1.0,0,0,0,0,0,1,4,0,0,2,1,0,5,2,12,0,1,1,1,0,0,0,7.901007051992421,24
2.0,2,0,0,0,0,0,0,0,0,1,1,0,2,2,4,0,1,0,0,0,0,0,9.210340371976178,24
1.0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,7,0,1,0,0,0,0,0,7.84384863815247,26
1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,7,0,1,0,0,0,0,0,8.24275634571448,26
1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,7.6009024595420795,17
2.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.989560449333871,17
1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,7.522940918072369,17
1.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,1,1,0,0,0,0,7.58832367733522,17
1.0,1,0,0,1,0,0,2,0,0,2,0,1,2,0,7,0,1,1,1,0,0,0,8.58485183989005,29
1.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,7.740664401917241,23
1.0,1,0,0,1,0,0,2,0,0,1,0,1,1,0,6,0,1,1,0,0,0,0,8.26873183211774,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,7.740664401917241,20
1.0,1,0,0,1,0,0,2,0,0,1,0,1,2,0,5,0,1,1,0,0,0,0,7.824046010856288,17
1.0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,8.00636756765025,17
1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7.740664401917241,17
1.0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,7.863266724009571,17
1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,7.69575799055476,17
1.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,5,0,1,1,1,0,0,0,7.69575799055476,17
1.0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,7.882314918980269,29
1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,0,1,1,1,0,0,0,7.536363938404511,17
1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.522940918072369,17
0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,1,0,0,1,0,7.901007051992421,20
1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,8.03915739047324,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,7.803843303538771,22
1.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,3,0,0,0,1,0,0,0,7.6009024595420795,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,7.824046010856288,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,8.3187422526924,26
2.0,2,0,0,1,0,0,3,0,0,2,0,1,2,0,8,0,1,1,1,0,0,0,8.29404964010203,30
1.0,1,0,0,1,0,0,2,0,0,1,0,1,2,0,3,0,1,1,0,0,0,0,7.740664401917241,17
2.0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,8.902455592206882,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,7.696212639346409,17
1.0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,7.78322401633604,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,7.919356190660622,26
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,1,1,0,0,0,7.673223121121711,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,4,0,1,1,0,0,0,0,8.167635715246371,26
1.0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,4,1,0,1,1,0,0,0,8.069342366811641,17
1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.509335266016588,17
1.0,1,0,0,1,0,0,2,0,0,1,0,1,2,0,5,0,1,1,0,0,0,0,7.78322401633604,20
1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,1,1,0,0,0,0,7.78322401633604,23
1.0,1,0,0,1,0,0,3,0,0,2,0,1,2,0,6,0,1,1,0,0,0,0,7.78322401633604,21
1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,7.536363938404511,17
1.0,1,0,0,1,0,0,2,0,0,1,1,1,2,1,5,1,0,1,1,0,0,0,7.862882034641489,18
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,7.696212639346409,26
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,7.673223121121711,17
1.0,2,0,0,1,0,0,2,0,0,1,0,1,2,0,5,0,1,1,1,0,0,0,8.00636756765025,17
1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8.03915739047324,19
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,4,1,0,1,0,0,0,0,7.673223121121711,17
1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,6,0,1,1,1,0,0,0,8.00636756765025,23
